adaptive_nback_task,0
analogical_reasoning,0
analogical_reasoning_task,0
ant_task,0
antisaccade_prosaccade_task,0
antisaccade_task,0
antisaccadeprosaccade_task,0
antisaccades,0
antisaccades_paradigm,0
associative_memory_encoding_task,0
attention_span,0
attention_switching_task,0
audiovisual_target_detection_task,0
auditory_temporal_discrimination_task,0
axcpt_task,0
axdpx,0
backward_digit_span_task,0
big_circle,0
big_five_questionnaire,0
big_little_circle,0
biglittle_circle,0
body_image_selfreflection_task,0
category_fluency_test,0
cattells_culture_fair_intelligence_test,0
chimeric_animal_stroop_task,0
choice_reaction_time_task,0
cognitive_reflection_test,0
color_stroop,0
color_trail_test,0
colordiscrimination_task,0
colorword_stroop_task,0
colorword_stroop_task_switching,0
columbia_card_task,0
complex_span_test,0
conditional_stop_signal_task,0
conjunction_search_task,0
continuous_performance_task,0
continuous_performance_test_ax_version,0
continuous_recognition_paradigm,0
corsi_block,0
counting_calculation_paradigm,0
counting_stroop,0
counting_stroop_task,0
covert_naming_task,0
covert_verb_generation_task,0
cued_explicit_recognition_paradigm,0
deductive_reasoning_paradigm,0
deductive_reasoning_task,0
delay_discounting_task_paradigm,0
delay_discounting_titration,0
delayed_match_sample_paradigm,0
delayed_match_sample_task,0
delayed_memory_task,0
delayed_non_match_sample_paradigm,0
delayed_nonmatch_sample_task,0
delayed_recall_test,0
delayed_response_task,0
digit_span_task,0
discourse_content_test,0
discourse_distinction_task,0
distraction_paradigm,0
distraction_paradigm_capture,0
distractor_attention_paradigm,0
divided_attention,0
divided_auditory,0
divided_auditory_attention,0
divided_auditory_attention_paradigm,0
dot_motion_task,0
dot_pattern_expectancy_task,0
emotional_stroop,0
encoding_paradigm,0
encoding_task,0
episodic_recall_paradigm,0
episodic_recombination_paradigm,0
eriksen_flanker_task,0
extradimensional_shift_task,0
face_nback_task,0
face_working_memory_task,0
facial_recognition,0
facial_recognition_task,0
flanker,0
flanker_task_paradigm,0
forward_digit_span_task,0
gambling_fmri_task_paradigm,0
